BudgetBookVersion	ObjectCode	BudgetYear	DataVersion	DataValue
2005/06	INSURANCE	2004/05	ORIGINAL	8121
2005/06	INSURANCE	2004/05	REVISED	8169
2005/06	INSURANCE	2005/06	ESTIMATE	9800
2005/06	ENERGY	2003/04	ACTUAL	12714
2005/06	ENERGY	2004/05	ORIGINAL	11986
2005/06	ENERGY	2004/05	REVISED	12351
2005/06	ENERGY	2005/06	ESTIMATE	11516
2005/06	CLOTHING, UNIFORMS, LAUNDRY	2003/04	ACTUAL	1482
2005/06	CLOTHING, UNIFORMS, LAUNDRY	2004/05	ORIGINAL	1814
2005/06	CLOTHING, UNIFORMS, LAUNDRY	2004/05	REVISED	1776
2005/06	CLOTHING, UNIFORMS, LAUNDRY	2005/06	ESTIMATE	1936
2005/06	MATERIALS & SUPPLIES	2003/04	ACTUAL	27559
2005/06	MATERIALS & SUPPLIES	2004/05	ORIGINAL	23288
2005/06	MATERIALS & SUPPLIES	2004/05	REVISED	22783
2005/06	MATERIALS & SUPPLIES	2005/06	ESTIMATE	23694
2005/06	EQUIPMENT PURCHASES	2003/04	ACTUAL	851
2005/06	EQUIPMENT PURCHASES	2004/05	ORIGINAL	528
2005/06	EQUIPMENT PURCHASES	2004/05	REVISED	933
2005/06	EQUIPMENT PURCHASES	2005/06	ESTIMATE	703
2005/06	OTHER EXPENSES	2003/04	ACTUAL	8176
2005/06	OTHER EXPENSES	2004/05	ORIGINAL	6059
2005/06	OTHER EXPENSES	2004/05	REVISED	6226
2005/06	OTHER EXPENSES	2005/06	ESTIMATE	7932
2005/06	RECEIPTS TO CREDITED TO PROGRAM	2003/04	ACTUAL	-12033
2005/06	RECEIPTS TO CREDITED TO PROGRAM	2004/05	ORIGINAL	-16577
2005/06	RECEIPTS TO CREDITED TO PROGRAM	2004/05	REVISED	-16577
2005/06	RECEIPTS TO CREDITED TO PROGRAM	2005/06	ESTIMATE	-17257
2005/06	CAPITAL RECHARGES	2003/04	ACTUAL	0
2005/06	CAPITAL RECHARGES	2004/05	ORIGINAL	-1690
2005/06	CAPITAL RECHARGES	2004/05	REVISED	-1690
2005/06	CAPITAL RECHARGES	2005/06	ESTIMATE	-1690
2005/06	DEPARTMENTAL SUPPORT	2003/04	ACTUAL	124
2005/06	DEPARTMENTAL SUPPORT	2004/05	ORIGINAL	0
2005/06	DEPARTMENTAL SUPPORT	2004/05	REVISED	0
2005/06	DEPARTMENTAL SUPPORT	2005/06	ESTIMATE	0
2005/06	TRANSFERS & OTHER FUNDS	2003/04	ACTUAL	3000
2005/06	TRANSFERS & OTHER FUNDS	2004/05	ORIGINAL	3714
2005/06	TRANSFERS & OTHER FUNDS	2004/05	REVISED	3364
2005/06	TRANSFERS & OTHER FUNDS	2005/06	ESTIMATE	3752
2005/06	GOVT. GRANTS & CONTRIBUTIONS	2003/04	ACTUAL	146841
2005/06	GOVT. GRANTS & CONTRIBUTIONS	2004/05	ORIGINAL	155533
2005/06	GOVT. GRANTS & CONTRIBUTIONS	2004/05	REVISED	144910
2005/06	GOVT. GRANTS & CONTRIBUTIONS	2005/06	ESTIMATE	166919
2005/06	DEBT CHARGES	2003/04	ACTUAL	9112
2005/06	DEBT CHARGES	2004/05	ORIGINAL	8400
2005/06	DEBT CHARGES	2004/05	REVISED	8550
2005/06	DEBT CHARGES	2005/06	ESTIMATE	10519
2004/05	SALARIES	2002/03	ACTUAL	195210
2004/05	SALARIES	2003/04	ORIGINAL	221459
2004/05	SALARIES	2003/04	REVISED	225786
2004/05	SALARIES	2004/05	ESTIMATE	243166
2004/05	WAGES	2002/03	ACTUAL	59156
2004/05	WAGES	2003/04	ORIGINAL	65423
2004/05	WAGES	2003/04	REVISED	65648
2004/05	WAGES	2004/05	ESTIMATE	62654
2004/05	EMPLOYER OVERHEAD	2002/03	ACTUAL	29000
2004/05	EMPLOYER OVERHEAD	2003/04	ORIGINAL	31638
2004/05	EMPLOYER OVERHEAD	2003/04	REVISED	31650
2004/05	EMPLOYER OVERHEAD	2004/05	ESTIMATE	32250
2004/05	OTHER PERSONNEL COSTS	2002/03	ACTUAL	5886
2004/05	OTHER PERSONNEL COSTS	2003/04	ORIGINAL	6506
2004/05	OTHER PERSONNEL COSTS	2003/04	REVISED	6522
2004/05	OTHER PERSONNEL COSTS	2004/05	ESTIMATE	7439
2004/05	TRAINING	2002/03	ACTUAL	3040
2004/05	TRAINING	2003/04	ORIGINAL	6208
2004/05	TRAINING	2003/04	REVISED	6012
2004/05	TRAINING	2004/05	ESTIMATE	7024
2004/05	TRANSPORT	2002/03	ACTUAL	5104
2004/05	TRANSPORT	2003/04	ORIGINAL	5017
2004/05	TRANSPORT	2003/04	REVISED	4991
2004/05	TRANSPORT	2004/05	ESTIMATE	4142
2004/05	TRAVEL	2002/03	ACTUAL	3680
2004/05	TRAVEL	2003/04	ORIGINAL	4703
2004/05	TRAVEL	2003/04	REVISED	4288
2004/05	TRAVEL	2004/05	ESTIMATE	4716
2004/05	COMMUNICATIONS	2002/03	ACTUAL	5101
2004/05	COMMUNICATIONS	2003/04	ORIGINAL	6098
2004/05	COMMUNICATIONS	2003/04	REVISED	5240
2004/05	COMMUNICATIONS	2004/05	ESTIMATE	5770
2004/05	ADVERTISING & PROMOTION	2002/03	ACTUAL	20494
2004/05	ADVERTISING & PROMOTION	2003/04	ORIGINAL	19127
2004/05	ADVERTISING & PROMOTION	2003/04	REVISED	19864
2004/05	ADVERTISING & PROMOTION	2004/05	ESTIMATE	21139
2004/05	PROFESSIONAL SERVICES	2002/03	ACTUAL	39741
2004/05	PROFESSIONAL SERVICES	2003/04	ORIGINAL	40113
2004/05	PROFESSIONAL SERVICES	2003/04	REVISED	41900
2004/05	PROFESSIONAL SERVICES	2004/05	ESTIMATE	41267
2004/05	RENTALS	2002/03	ACTUAL	8090
2004/05	RENTALS	2003/04	ORIGINAL	10184
2004/05	RENTALS	2003/04	REVISED	10079
2004/05	RENTALS	2004/05	ESTIMATE	10476
2004/05	REPAIR AND MAINTENANCE	2002/03	ACTUAL	9355
2004/05	REPAIR AND MAINTENANCE	2003/04	ORIGINAL	14247
2004/05	REPAIR AND MAINTENANCE	2003/04	REVISED	16217
2004/05	REPAIR AND MAINTENANCE	2004/05	ESTIMATE	19028
2004/05	INSURANCE	2002/03	ACTUAL	5196
2004/05	INSURANCE	2003/04	ORIGINAL	7088
2004/05	INSURANCE	2003/04	REVISED	7444
2004/05	INSURANCE	2004/05	ESTIMATE	8121
2004/05	ENERGY	2002/03	ACTUAL	11511
2004/05	ENERGY	2003/04	ORIGINAL	12887
2004/05	ENERGY	2003/04	REVISED	12818
2004/05	ENERGY	2004/05	ESTIMATE	11986
2004/05	CLOTHING, UNIFORMS, LAUNDRY	2002/03	ACTUAL	1524
2004/05	CLOTHING, UNIFORMS, LAUNDRY	2003/04	ORIGINAL	1797
2004/05	CLOTHING, UNIFORMS, LAUNDRY	2003/04	REVISED	1850
2004/05	CLOTHING, UNIFORMS, LAUNDRY	2004/05	ESTIMATE	1814
2004/05	MATERIALS & SUPPLIES	2002/03	ACTUAL	24028
2004/05	MATERIALS & SUPPLIES	2003/04	ORIGINAL	24691
2004/05	MATERIALS & SUPPLIES	2003/04	REVISED	25520
2004/05	MATERIALS & SUPPLIES	2004/05	ESTIMATE	23288
2004/05	EQUIPMENT PURCHASES	2002/03	ACTUAL	643
2004/05	EQUIPMENT PURCHASES	2003/04	ORIGINAL	668
2004/05	EQUIPMENT PURCHASES	2003/04	REVISED	1277
2004/05	EQUIPMENT PURCHASES	2004/05	ESTIMATE	528
2004/05	OTHER EXPENSES	2002/03	ACTUAL	2035
2004/05	OTHER EXPENSES	2003/04	ORIGINAL	2917
2004/05	OTHER EXPENSES	2003/04	REVISED	12903
2004/05	OTHER EXPENSES	2004/05	ESTIMATE	6059
2004/05	RECEIPTS TO CREDITED TO PROGRAM	2002/03	ACTUAL	-10661
2004/05	RECEIPTS TO CREDITED TO PROGRAM	2003/04	ORIGINAL	-15872
2004/05	RECEIPTS TO CREDITED TO PROGRAM	2003/04	REVISED	-15692
2004/05	RECEIPTS TO CREDITED TO PROGRAM	2004/05	ESTIMATE	-16577
2004/05	CAPITAL RECHARGES	2002/03	ACTUAL	0
2004/05	CAPITAL RECHARGES	2003/04	ORIGINAL	-1690
2004/05	CAPITAL RECHARGES	2003/04	REVISED	-1690
2004/05	CAPITAL RECHARGES	2004/05	ESTIMATE	-1690
2004/05	TRANSFERS & OTHER FUNDS	2002/03	ACTUAL	2926
2004/05	TRANSFERS & OTHER FUNDS	2003/04	ORIGINAL	3475
2004/05	TRANSFERS & OTHER FUNDS	2003/04	REVISED	3438
2004/05	TRANSFERS & OTHER FUNDS	2004/05	ESTIMATE	3714
2004/05	GOVT. GRANTS & CONTRIBUTIONS	2002/03	ACTUAL	140720
2004/05	GOVT. GRANTS & CONTRIBUTIONS	2003/04	ORIGINAL	148285
2004/05	GOVT. GRANTS & CONTRIBUTIONS	2003/04	REVISED	148565
2004/05	GOVT. GRANTS & CONTRIBUTIONS	2004/05	ESTIMATE	155533
2004/05	DEBT CHARGES	2002/03	ACTUAL	8830
2004/05	DEBT CHARGES	2003/04	ORIGINAL	9900
2004/05	DEBT CHARGES	2003/04	REVISED	8600
2004/05	DEBT CHARGES	2004/05	ESTIMATE	8400
2003/04	SALARIES	2001/02	ACTUAL	187960
2003/04	SALARIES	2002/03	ORIGINAL	206526
2003/04	SALARIES	2002/03	REVISED	206224
2003/04	SALARIES	2003/04	ESTIMATE	221459
2003/04	WAGES	2001/02	ACTUAL	60295
2003/04	WAGES	2002/03	ORIGINAL	61181
2003/04	WAGES	2002/03	REVISED	55398
2003/04	WAGES	2003/04	ESTIMATE	65423
2003/04	EMPLOYER OVERHEAD	2001/02	ACTUAL	26165
2003/04	EMPLOYER OVERHEAD	2002/03	ORIGINAL	29303
2003/04	EMPLOYER OVERHEAD	2002/03	REVISED	29299
2003/04	EMPLOYER OVERHEAD	2003/04	ESTIMATE	31638
2003/04	OTHER PERSONNEL COSTS	2001/02	ACTUAL	6092
2003/04	OTHER PERSONNEL COSTS	2002/03	ORIGINAL	6007
2003/04	OTHER PERSONNEL COSTS	2002/03	REVISED	6144
2003/04	OTHER PERSONNEL COSTS	2003/04	ESTIMATE	6506
2003/04	TRAINING	2001/02	ACTUAL	2731
2003/04	TRAINING	2002/03	ORIGINAL	5131
2003/04	TRAINING	2002/03	REVISED	4633
2003/04	TRAINING	2003/04	ESTIMATE	6208
2003/04	TRANSPORT	2001/02	ACTUAL	5448
2003/04	TRANSPORT	2002/03	ORIGINAL	4960
2003/04	TRANSPORT	2002/03	REVISED	4252
2003/04	TRANSPORT	2003/04	ESTIMATE	5017
2003/04	TRAVEL	2001/02	ACTUAL	3377
2003/04	TRAVEL	2002/03	ORIGINAL	4086
2003/04	TRAVEL	2002/03	REVISED	3975
2003/04	TRAVEL	2003/04	ESTIMATE	4703
2003/04	COMMUNICATIONS	2001/02	ACTUAL	6701
2003/04	COMMUNICATIONS	2002/03	ORIGINAL	5826
2003/04	COMMUNICATIONS	2002/03	REVISED	5955
2003/04	COMMUNICATIONS	2003/04	ESTIMATE	6098
2003/04	ADVERTISING & PROMOTION	2001/02	ACTUAL	16762
2003/04	ADVERTISING & PROMOTION	2002/03	ORIGINAL	18157
2003/04	ADVERTISING & PROMOTION	2002/03	REVISED	19305
2003/04	ADVERTISING & PROMOTION	2003/04	ESTIMATE	19127
2003/04	PROFESSIONAL SERVICES	2001/02	ACTUAL	43457
2003/04	PROFESSIONAL SERVICES	2002/03	ORIGINAL	36846
2003/04	PROFESSIONAL SERVICES	2002/03	REVISED	45659
2003/04	PROFESSIONAL SERVICES	2003/04	ESTIMATE	40113
2003/04	RENTALS	2001/02	ACTUAL	7058
2003/04	RENTALS	2002/03	ORIGINAL	7495
2003/04	RENTALS	2002/03	REVISED	7975
2003/04	RENTALS	2003/04	ESTIMATE	10184
2003/04	REPAIR AND MAINTENANCE	2001/02	ACTUAL	8214
2003/04	REPAIR AND MAINTENANCE	2002/03	ORIGINAL	13697
2003/04	REPAIR AND MAINTENANCE	2002/03	REVISED	9463
2003/04	REPAIR AND MAINTENANCE	2003/04	ESTIMATE	14247
2003/04	INSURANCE	2001/02	ACTUAL	3957
2003/04	INSURANCE	2002/03	ORIGINAL	5223
2003/04	INSURANCE	2002/03	REVISED	5060
2003/04	INSURANCE	2003/04	ESTIMATE	7088
2003/04	ENERGY	2001/02	ACTUAL	10583
2003/04	ENERGY	2002/03	ORIGINAL	11848
2003/04	ENERGY	2002/03	REVISED	12209
2003/04	ENERGY	2003/04	ESTIMATE	12887
2003/04	CLOTHING, UNIFORMS, LAUNDRY	2001/02	ACTUAL	1358
2003/04	CLOTHING, UNIFORMS, LAUNDRY	2002/03	ORIGINAL	1542
2003/04	CLOTHING, UNIFORMS, LAUNDRY	2002/03	REVISED	1648
2003/04	CLOTHING, UNIFORMS, LAUNDRY	2003/04	ESTIMATE	1797
2003/04	MATERIALS & SUPPLIES	2001/02	ACTUAL	21329
2003/04	MATERIALS & SUPPLIES	2002/03	ORIGINAL	21566
2003/04	MATERIALS & SUPPLIES	2002/03	REVISED	23344
2003/04	MATERIALS & SUPPLIES	2003/04	ESTIMATE	24691
2003/04	EQUIPMENT PURCHASES	2001/02	ACTUAL	529
2003/04	EQUIPMENT PURCHASES	2002/03	ORIGINAL	846
2003/04	EQUIPMENT PURCHASES	2002/03	REVISED	783
2003/04	EQUIPMENT PURCHASES	2003/04	ESTIMATE	668
2003/04	OTHER EXPENSES	2001/02	ACTUAL	1828
2003/04	OTHER EXPENSES	2002/03	ORIGINAL	3197
2003/04	OTHER EXPENSES	2002/03	REVISED	2749
2003/04	OTHER EXPENSES	2003/04	ESTIMATE	2917
2003/04	RECEIPTS TO CREDITED TO PROGRAM	2001/02	ACTUAL	-13114
2003/04	RECEIPTS TO CREDITED TO PROGRAM	2002/03	ORIGINAL	-15719
2003/04	RECEIPTS TO CREDITED TO PROGRAM	2002/03	REVISED	-11512
2003/04	RECEIPTS TO CREDITED TO PROGRAM	2003/04	ESTIMATE	-15872
2003/04	CAPITAL RECHARGES	2001/02	ACTUAL	0
2003/04	CAPITAL RECHARGES	2002/03	ORIGINAL	-1690
2003/04	CAPITAL RECHARGES	2002/03	REVISED	-1383
2003/04	CAPITAL RECHARGES	2003/04	ESTIMATE	-1690
2003/04	TRANSFERS & OTHER FUNDS	2001/02	ACTUAL	3000
2003/04	TRANSFERS & OTHER FUNDS	2002/03	ORIGINAL	3475
2003/04	TRANSFERS & OTHER FUNDS	2002/03	REVISED	3000
2003/04	TRANSFERS & OTHER FUNDS	2003/04	ESTIMATE	3475
2003/04	GOVT. GRANTS & CONTRIBUTIONS	2001/02	ACTUAL	132300
2003/04	GOVT. GRANTS & CONTRIBUTIONS	2002/03	ORIGINAL	144873
2003/04	GOVT. GRANTS & CONTRIBUTIONS	2002/03	REVISED	142585
2003/04	GOVT. GRANTS & CONTRIBUTIONS	2003/04	ESTIMATE	148285
2003/04	DEBT CHARGES	2001/02	ACTUAL	10221
2003/04	DEBT CHARGES	2002/03	ORIGINAL	11150
2003/04	DEBT CHARGES	2002/03	REVISED	9100
2003/04	DEBT CHARGES	2003/04	ESTIMATE	9900
1992/93	SALARIES	1990/91	ACTUAL	119627
1992/93	SALARIES	1991/92	ORIGINAL	128957
1992/93	SALARIES	1991/92	REVISED	132010
1992/93	SALARIES	1992/93	ESTIMATE	137189
1992/93	WAGES	1990/91	ACTUAL	36046
1992/93	WAGES	1991/92	ORIGINAL	38063
1992/93	WAGES	1991/92	REVISED	39379
1992/93	WAGES	1992/93	ESTIMATE	39055
1992/93	OVERTIME	1990/91	ACTUAL	9869
1992/93	OVERTIME	1991/92	ORIGINAL	8941
1992/93	OVERTIME	1991/92	REVISED	7940
1992/93	OVERTIME	1992/93	ESTIMATE	7769
1992/93	OTHER PERSONNEL COSTS	1990/91	ACTUAL	2250
1992/93	OTHER PERSONNEL COSTS	1991/92	ORIGINAL	2880
1992/93	OTHER PERSONNEL COSTS	1991/92	REVISED	2778
1992/93	OTHER PERSONNEL COSTS	1992/93	ESTIMATE	2851
1992/93	TRAINING	1990/91	ACTUAL	2820
1992/93	TRAINING	1991/92	ORIGINAL	3051
1992/93	TRAINING	1991/92	REVISED	2094
1992/93	TRAINING	1992/93	ESTIMATE	2173
1992/93	TRANSPORT & TRAVEL	1990/91	ACTUAL	7132
1992/93	TRANSPORT & TRAVEL	1991/92	ORIGINAL	6991
1992/93	TRANSPORT & TRAVEL	1991/92	REVISED	6897
1992/93	TRANSPORT & TRAVEL	1992/93	ESTIMATE	6469
1992/93	POSTAGE, CABLES & PHONE	1990/91	ACTUAL	2792
1992/93	POSTAGE, CABLES & PHONE	1991/92	ORIGINAL	3207
1992/93	POSTAGE, CABLES & PHONE	1991/92	REVISED	3228
1992/93	POSTAGE, CABLES & PHONE	1992/93	ESTIMATE	3060
1992/93	PRINTING, STATIONERY & ADVERTISING	1990/91	ACTUAL	17080
1992/93	PRINTING, STATIONERY & ADVERTISING	1991/92	ORIGINAL	18701
1992/93	PRINTING, STATIONERY & ADVERTISING	1991/92	REVISED	18727
1992/93	PRINTING, STATIONERY & ADVERTISING	1992/93	ESTIMATE	17633
1992/93	PROFESSIONAL SERVICES	1990/91	ACTUAL	14752
1992/93	PROFESSIONAL SERVICES	1991/92	ORIGINAL	13690
1992/93	PROFESSIONAL SERVICES	1991/92	REVISED	13703
1992/93	PROFESSIONAL SERVICES	1992/93	ESTIMATE	13200
1992/93	RENTALS	1990/91	ACTUAL	2356
1992/93	RENTALS	1991/92	ORIGINAL	3169
1992/93	RENTALS	1991/92	REVISED	2934
1992/93	RENTALS	1992/93	ESTIMATE	2921
1992/93	REPAIR AND MAINTENANCE	1990/91	ACTUAL	7895
1992/93	REPAIR AND MAINTENANCE	1991/92	ORIGINAL	7621
1992/93	REPAIR AND MAINTENANCE	1991/92	REVISED	8282
1992/93	REPAIR AND MAINTENANCE	1992/93	ESTIMATE	8401
1992/93	INSURANCE	1990/91	ACTUAL	1800
1992/93	INSURANCE	1991/92	ORIGINAL	2135
1992/93	INSURANCE	1991/92	REVISED	2041
1992/93	INSURANCE	1992/93	ESTIMATE	2004
1992/93	ELECTRICITY	1990/91	ACTUAL	5813
1992/93	ELECTRICITY	1991/92	ORIGINAL	5560
1992/93	ELECTRICITY	1991/92	REVISED	5595
1992/93	ELECTRICITY	1992/93	ESTIMATE	5868
1992/93	FUEL	1990/91	ACTUAL	2345
1992/93	FUEL	1991/92	ORIGINAL	2623
1992/93	FUEL	1991/92	REVISED	2619
1992/93	FUEL	1992/93	ESTIMATE	2664
1992/93	CLOTHING, UNIFORMS, LAUNDRY	1990/91	ACTUAL	1036
1992/93	CLOTHING, UNIFORMS, LAUNDRY	1991/92	ORIGINAL	1355
1992/93	CLOTHING, UNIFORMS, LAUNDRY	1991/92	REVISED	1262
1992/93	CLOTHING, UNIFORMS, LAUNDRY	1992/93	ESTIMATE	1141
1992/93	MATERIALS & SUPPLIES	1990/91	ACTUAL	15449
1992/93	MATERIALS & SUPPLIES	1991/92	ORIGINAL	13809
1992/93	MATERIALS & SUPPLIES	1991/92	REVISED	13806
1992/93	MATERIALS & SUPPLIES	1992/93	ESTIMATE	13123
1992/93	SPECIAL EXPENDITURE	1990/91	ACTUAL	773
1992/93	SPECIAL EXPENDITURE	1991/92	ORIGINAL	323
1992/93	SPECIAL EXPENDITURE	1991/92	REVISED	271
1992/93	SPECIAL EXPENDITURE	1992/93	ESTIMATE	423
1992/93	GOVT. GRANTS & CONTRIBUTIONS	1990/91	ACTUAL	57382
1992/93	GOVT. GRANTS & CONTRIBUTIONS	1991/92	ORIGINAL	58745
1992/93	GOVT. GRANTS & CONTRIBUTIONS	1991/92	REVISED	59426
1992/93	GOVT. GRANTS & CONTRIBUTIONS	1992/93	ESTIMATE	59923
1992/93	MISCELLANEOUS	1990/91	ACTUAL	2474
1992/93	MISCELLANEOUS	1991/92	ORIGINAL	1923
1992/93	MISCELLANEOUS	1991/92	REVISED	1995
1992/93	MISCELLANEOUS	1992/93	ESTIMATE	1978
1992/93	RECEIPTS TO CREDITED TO PROGRAM	1990/91	ACTUAL	-20355
1992/93	RECEIPTS TO CREDITED TO PROGRAM	1991/92	ORIGINAL	-22892
1992/93	RECEIPTS TO CREDITED TO PROGRAM	1991/92	REVISED	-22554
1992/93	RECEIPTS TO CREDITED TO PROGRAM	1992/93	ESTIMATE	-22475
1992/93	W & E DEPARTMENTAL SUPPORT	1990/91	ACTUAL	2840
1992/93	W & E DEPARTMENTAL SUPPORT	1991/92	ORIGINAL	3843
1992/93	W & E DEPARTMENTAL SUPPORT	1991/92	REVISED	3083
1992/93	W & E DEPARTMENTAL SUPPORT	1992/93	ESTIMATE	3094
1992/93	SUPERANNUATION & PENSION	1990/91	ACTUAL	13512
1992/93	SUPERANNUATION & PENSION	1991/92	ORIGINAL	17968
1992/93	SUPERANNUATION & PENSION	1991/92	REVISED	14101
1992/93	SUPERANNUATION & PENSION	1992/93	ESTIMATE	18607
1992/93	RESERVE FUNDS	1990/91	ACTUAL	1221
1992/93	RESERVE FUNDS	1991/92	ORIGINAL	1315
1992/93	RESERVE FUNDS	1991/92	REVISED	1411
1992/93	RESERVE FUNDS	1992/93	ESTIMATE	1358
1992/93	MEMBERS PENSIONS	1990/91	ACTUAL	502
1992/93	MEMBERS PENSIONS	1991/92	ORIGINAL	550
1992/93	MEMBERS PENSIONS	1991/92	REVISED	481
1992/93	MEMBERS PENSIONS	1992/93	ESTIMATE	537
1994/95	SALARIES	1991/92	ACTUAL	134686
1994/95	SALARIES	1992/93	ORIGINAL	138135
1994/95	SALARIES	1992/93	REVISED	137920
1994/95	SALARIES	1994/95	ESTIMATE	146139
1994/95	WAGES	1991/92	ACTUAL	38340
1994/95	WAGES	1992/93	ORIGINAL	38050
1994/95	WAGES	1992/93	REVISED	38957
1994/95	WAGES	1994/95	ESTIMATE	37548
1994/95	OVERTIME	1991/92	ACTUAL	6656
1994/95	OVERTIME	1992/93	ORIGINAL	6652
1994/95	OVERTIME	1992/93	REVISED	6682
1994/95	OVERTIME	1994/95	ESTIMATE	6624
1994/95	OTHER PERSONNEL COSTS	1991/92	ACTUAL	2364
1994/95	OTHER PERSONNEL COSTS	1992/93	ORIGINAL	2775
1994/95	OTHER PERSONNEL COSTS	1992/93	REVISED	2814
1994/95	OTHER PERSONNEL COSTS	1994/95	ESTIMATE	2862
1994/95	TRAINING	1991/92	ACTUAL	1991
1994/95	TRAINING	1992/93	ORIGINAL	2021
1994/95	TRAINING	1992/93	REVISED	2029
1994/95	TRAINING	1994/95	ESTIMATE	2189
1994/95	TRANSPORT & TRAVEL	1991/92	ACTUAL	6041
1994/95	TRANSPORT & TRAVEL	1992/93	ORIGINAL	6402
1994/95	TRANSPORT & TRAVEL	1992/93	REVISED	6216
1994/95	TRANSPORT & TRAVEL	1994/95	ESTIMATE	6249
1994/95	POSTAGE, CABLES & PHONE	1991/92	ACTUAL	3260
1994/95	POSTAGE, CABLES & PHONE	1992/93	ORIGINAL	3095
1994/95	POSTAGE, CABLES & PHONE	1992/93	REVISED	3034
1994/95	POSTAGE, CABLES & PHONE	1994/95	ESTIMATE	3133
1994/95	PRINTING, STATIONERY & ADVERTISING	1991/92	ACTUAL	16509
1994/95	PRINTING, STATIONERY & ADVERTISING	1992/93	ORIGINAL	17145
1994/95	PRINTING, STATIONERY & ADVERTISING	1992/93	REVISED	16977
1994/95	PRINTING, STATIONERY & ADVERTISING	1994/95	ESTIMATE	18300
1994/95	PROFESSIONAL SERVICES	1991/92	ACTUAL	13229
1994/95	PROFESSIONAL SERVICES	1992/93	ORIGINAL	15075
1994/95	PROFESSIONAL SERVICES	1992/93	REVISED	14709
1994/95	PROFESSIONAL SERVICES	1994/95	ESTIMATE	18512
1994/95	RENTALS	1991/92	ACTUAL	2390
1994/95	RENTALS	1992/93	ORIGINAL	2523
1994/95	RENTALS	1992/93	REVISED	2597
1994/95	RENTALS	1994/95	ESTIMATE	2622
1994/95	REPAIR AND MAINTENANCE	1991/92	ACTUAL	8556
1994/95	REPAIR AND MAINTENANCE	1992/93	ORIGINAL	7332
1994/95	REPAIR AND MAINTENANCE	1992/93	REVISED	7181
1994/95	REPAIR AND MAINTENANCE	1994/95	ESTIMATE	7277
1994/95	INSURANCE	1991/92	ACTUAL	2444
1994/95	INSURANCE	1992/93	ORIGINAL	2798
1994/95	INSURANCE	1992/93	REVISED	2962
1994/95	INSURANCE	1994/95	ESTIMATE	3482
1994/95	ELECTRICITY	1991/92	ACTUAL	5742
1994/95	ELECTRICITY	1992/93	ORIGINAL	6200
1994/95	ELECTRICITY	1992/93	REVISED	5923
1994/95	ELECTRICITY	1994/95	ESTIMATE	5461
1994/95	FUEL	1991/92	ACTUAL	2272
1994/95	FUEL	1992/93	ORIGINAL	2881
1994/95	FUEL	1992/93	REVISED	2825
1994/95	FUEL	1994/95	ESTIMATE	2606
1994/95	CLOTHING, UNIFORMS, LAUNDRY	1991/92	ACTUAL	993
1994/95	CLOTHING, UNIFORMS, LAUNDRY	1992/93	ORIGINAL	1022
1994/95	CLOTHING, UNIFORMS, LAUNDRY	1992/93	REVISED	975
1994/95	CLOTHING, UNIFORMS, LAUNDRY	1994/95	ESTIMATE	1025
1994/95	MATERIALS & SUPPLIES	1991/92	ACTUAL	12879
1994/95	MATERIALS & SUPPLIES	1992/93	ORIGINAL	13703
1994/95	MATERIALS & SUPPLIES	1992/93	REVISED	13505
1994/95	MATERIALS & SUPPLIES	1994/95	ESTIMATE	14099
1994/95	SPECIAL EXPENDITURE	1991/92	ACTUAL	341
1994/95	SPECIAL EXPENDITURE	1992/93	ORIGINAL	246
1994/95	SPECIAL EXPENDITURE	1992/93	REVISED	233
1994/95	SPECIAL EXPENDITURE	1994/95	ESTIMATE	182
1994/95	GOVT. GRANTS & CONTRIBUTIONS	1991/92	ACTUAL	64276
1994/95	GOVT. GRANTS & CONTRIBUTIONS	1992/93	ORIGINAL	64510
1994/95	GOVT. GRANTS & CONTRIBUTIONS	1992/93	REVISED	67314
1994/95	GOVT. GRANTS & CONTRIBUTIONS	1994/95	ESTIMATE	74794
1994/95	DEBT CHARGES	1991/92	ACTUAL	0
1994/95	DEBT CHARGES	1992/93	ORIGINAL	0
1994/95	DEBT CHARGES	1992/93	REVISED	595
1994/95	DEBT CHARGES	1994/95	ESTIMATE	590
1994/95	MISCELLANEOUS	1991/92	ACTUAL	2071
1994/95	MISCELLANEOUS	1992/93	ORIGINAL	1602
1994/95	MISCELLANEOUS	1992/93	REVISED	1433
1994/95	MISCELLANEOUS	1994/95	ESTIMATE	1839
1994/95	RECEIPTS TO CREDITED TO PROGRAM	1991/92	ACTUAL	-18610
1994/95	RECEIPTS TO CREDITED TO PROGRAM	1992/93	ORIGINAL	-22793
1994/95	RECEIPTS TO CREDITED TO PROGRAM	1992/93	REVISED	-22232
1994/95	RECEIPTS TO CREDITED TO PROGRAM	1994/95	ESTIMATE	-22033
1994/95	MIN. OF FINANCE INVESTIGATIONS	1991/92	ACTUAL	0
1994/95	MIN. OF FINANCE INVESTIGATIONS	1992/93	ORIGINAL	0
1994/95	MIN. OF FINANCE INVESTIGATIONS	1992/93	REVISED	0
1994/95	MIN. OF FINANCE INVESTIGATIONS	1994/95	ESTIMATE	2000
1994/95	DEPARTMENTAL SUPPORT	1991/92	ACTUAL	2761
1994/95	DEPARTMENTAL SUPPORT	1992/93	ORIGINAL	3006
1994/95	DEPARTMENTAL SUPPORT	1992/93	REVISED	3199
1994/95	DEPARTMENTAL SUPPORT	1994/95	ESTIMATE	3216
1994/95	SUPERANNUATION & PENSION	1991/92	ACTUAL	15537
